Komentar,comment_clean,comment_preprocessing,comment_DLD,label
" @HenderiRi  dungu.....itu pembangunan terlalu dipaksakan..akhirnya kita smua masyarakat Indonesia berutang,akhirnya harga pokok dimana' smua pada naik..dampaknya disitu..klau membangun harus sejahtera dlu..masalahnya jg.. Kalimantan itu paru' dunia loh...",dungu itu pembangunan terlalu dipaksakan akhirnya kita smua masyarakat indonesia berutang akhirnya harga pokok dimana smua pada naik dampaknya disitu klau membangun harus sejahtera dlu masalahnya jg kalimantan itu paru dunia loh,"['bodoh', 'bangun', 'paksa', 'masyarakat', 'indonesia', 'utang', 'harga', 'pokok', 'mana', 'dampak', 'situ', 'bangun', 'sejahtera', 'kalimantan', 'paru', 'dunia', 'loh']","['bodoh', 'bangun', 'paksa', 'masyarakat', 'indonesia', 'utang', 'harga', 'pokok', 'mana', 'dampak', 'situ', 'bangun', 'sejahtera', 'kalimantan', 'paru', 'dunia', 'loh']",Negatif
" @iqramjie  repot diajak sejahtra malah mau tetap hidup susah ya terserah lah ,meraih kesejahtraan hidup itu perlu modal",repot diajak sejahtra malah mau tetap hidup susah ya terserah lah meraih kesejahtraan hidup itu perlu modal,"['repot', 'ajak', 'sejahtera', 'hidup', 'susah', 'serah', 'raih', 'sejahtera', 'hidup', 'modal']","['report', 'ajak', 'sejahtera', 'hidup', 'susah', 'serah', 'raih', 'sejahtera', 'hidup', 'modal']",Negatif
" @iamhd5449  Karena Jakarta sudah terlalu padat pak, macet, polusi, tanah yg turun terus, banjir, air bersih kurang dan seiring bertambahnya org yg ke Jakarta akan makin parah ke depannya.  Juga supaya ibu kota berada di tengah2 Indonesia, jd lbh adil utk daerah atau pulau lainnya.",karena jakarta sudah terlalu padat pak macet polusi tanah yg turun terus banjir air bersih kurang dan seiring bertambahnya org yg ke jakarta akan makin parah ke depannya juga supaya ibu kota berada di tengah indonesia jd lbh adil utk daerah atau pulau lainnya,"['jakarta', 'padat', 'macet', 'polusi', 'tanah', 'turun', 'banjir', 'air', 'bersih', 'iring', 'tambah', 'orang', 'jakarta', 'parah', 'depan', 'kota', 'indonesia', 'adil', 'daerah', 'pulau']","['jakarta', 'padat', 'macet', 'polusi', 'tanah', 'turun', 'banjir', 'air', 'bersih', 'iring', 'tambah', 'orang', 'jakarta', 'parah', 'depan', 'kota', 'indonesia', 'adil', 'daerah', 'pulau']",Negatif
"Sy dukung gak pindahkan IKN, adapun undang2 itu kan saat, keluarga yang usulkan kemudian di sahkan oleh keluarga. Sy masih setuju ibu kota negara d jakarta.",sy dukung gak pindahkan ikn adapun undang itu kan saat keluarga yang usulkan kemudian di sahkan oleh keluarga sy masih setuju ibu kota negara d jakarta,"['dukung', 'pindah', 'ikn', 'undang', 'keluarga', 'usul', 'keluarga', 'tuju', 'kota', 'negara', 'jakarta']","['dukung', 'pindah', 'ikn', 'undang', 'keluarga', 'usul', 'keluarga', 'tujuh', 'kota', 'negara', 'jakarta']",Negatif
Ikn udh hbs dana 8 trilyun yg diap baru besi2 doang trus duiynya kemana pura2 untuk rakyat tp korupsi berjamah sadsrlah wahai rakyat yg blm tahu...hutang2 trs hutang untuk kantong sendiri..,ikn udh hbs dana trilyun yg diap baru besi doang trus duiynya kemana pura untuk rakyat tp korupsi berjamah sadsrlah wahai rakyat yg blm tahu hutang trs hutang untuk kantong sendiri,"['ikn', 'habis', 'dana', 'trilyun', 'besi', 'uang', 'mana', 'pura', 'rakyat', 'korupsi', 'jamah', 'sadar', 'rakyat', 'tahun', 'hutang', 'hutang', 'kantong']","['ikn', 'habis', 'dana', 'triliun', 'besi', 'uang', 'mana', 'pura', 'rakyat', 'korupsi', 'jarah', 'sadar', 'rakyat', 'tahun', 'hutang', 'hutang', 'kantong']",Negatif
Anis GK ngerasain hidup di daerah timur... bila ada kepentingan ke ibu kota berapa lama dan makn biaya berapa?.. pintar cakap dong abis.. jakarta aja cuma bikin monumen mula sambil GK jelas monumen apa wkwk,anis gk ngerasain hidup di daerah timur bila ada kepentingan ke ibu kota berapa lama dan makn biaya berapa pintar cakap dong abis jakarta aja cuma bikin monumen mula sambil gk jelas monumen apa wkwk,"['ngerasain', 'hidup', 'daerah', 'timur', 'penting', 'kota', 'makan', 'biaya', 'pintar', 'bicara', 'habis', 'jakarta', 'monumen', 'monumen']","['ngapain', 'hidup', 'daerah', 'timur', 'penting', 'kota', 'makan', 'biaya', 'pintar', 'bicara', 'habis', 'jakarta', 'monumen', 'monumen']",Negatif
 @Malas.7alan  gw tetap ngak setuju... masalahnya ini bertentang dngn undang' dasar 45.. keadilan belum diterapkan...klau mau pembangunan jangan bebankan rakyat..,alan gw tetap ngak setuju masalahnya ini bertentang dngn undang dasar keadilan belum diterapkan klau mau pembangunan jangan bebankan rakyat,"['tuju', 'tentang', 'undang', 'dasar', 'adil', 'terap', 'bangun', 'beban', 'rakyat']","['tujuh', 'tentang', 'undang', 'dasar', 'adil', 'terap', 'bangun', 'beban', 'rakyat']",Negatif
" @polapopinstudio8640  bandingkan dengan negara Singapura negara kecil tapi maju, Jakarta dan Singapura masih luas Jakarta toh ... Hiksss",bandingkan dengan negara singapura negara kecil tapi maju jakarta dan singapura masih luas jakarta toh hiksss,"['banding', 'negara', 'singapura', 'negara', 'maju', 'jakarta', 'singapura', 'luas', 'jakarta']","['bandeng', 'negara', 'singapura', 'negara', 'maju', 'jakarta', 'singapura', 'luas', 'jakarta']",Negatif
"pembangunannya memerlukan dana yg sangat besar pak buk
Dan uang negara gak mampu untuk membiyayai 
Makanya hutang indonesia molonjak  jauh,, karna ikn,, paham kan??",pembangunannya memerlukan dana yg sangat besar pak buk dan uang negara gak mampu untuk membiyayai makanya hutang indonesia molonjak jauh karna ikn paham kan,"['bangun', 'dana', 'uang', 'negara', 'membiyayai', 'hutang', 'indonesia', 'molonjak', 'ikn', 'paham']","['bangun', 'dana', 'uang', 'negara', 'membiayai', 'hutang', 'indonesia', 'molina', 'ikn', 'paham']",Negatif
"RELEFANSI PINDAH IBUKOTA KE IKN DENGAN PEMERATAAN PEMBANGUNAN KURANG TEPAT..NANTI YANNG MAJU YA 1 DAERAH ITU IKN AJA...LIHAT AREA SEKITAR DKI TETAP AJA GA BERKEMBANG SEPERTI JAKARTA, LIHAT  JABAR , BANTEN DAN JATENG ITU BANYAK AREANYA MASUK DAERAH MISKIN..",relefansi pindah ibukota ke ikn dengan pemerataan pembangunan kurang tepat nanti yanng maju ya daerah itu ikn aja lihat area sekitar dki tetap aja ga berkembang seperti jakarta lihat jabar banten dan jateng itu banyak areanya masuk daerah miskin,"['relevan', 'pindah', 'ibukota', 'ikn', 'perata', 'bangun', 'maju', 'daerah', 'ikn', 'lihat', 'area', 'dki', 'kembang', 'jakarta', 'lihat', 'banten', 'jateng', 'area', 'masuk', 'daerah', 'miskin']","['relevan', 'pindah', 'ibukota', 'ikn', 'peraga', 'bangun', 'maju', 'daerah', 'ikn', 'lihat', 'area', 'dki', 'kembang', 'jakarta', 'lihat', 'banten', 'jateng', 'area', 'masuk', 'daerah', 'miskin']",Negatif
"YESS mantap IKN... Abaikan VKS sarang KhiL4perrrr yg gagal kuasai negara karena ibukota dipindah ke Kalimantan. Padahal kasrun udah 58% kuasai Jakarta... Ibukota dipindah ke Kalimantan ya pasti mereka NGAMUKKK😂😂😂
LAGIAN Jakarta perlahan telah tenggelam, dan sudah tidak layak lagi jadi ibukota....
Tatakota'nyapun sudah sangat Ancur2an, tak bisa diperbaiki lagi. Tambah tenggelam lagi akibat ulah dari gabener bloon era 2017-2022, sungai gak dilebarkan, warga pencaplok pinggir sungai dibiarkan beranak-pinak dan gak bisa bikin tanggul/sheetpile karena itu, keadaan ini justru membahayakan warga lain yg kebanjiran melulu. 
Jadi Lebih irit/gampang membangun ibukota baru daripada Perbaikan jakarta yg telah rusak...❤
JAKARTA IS THE SINKING CAPITAL itu judul yang ditulis oleh para peneliti luar.

Masjid Wal Adhuna di Jakarta Utara udah tenggelam hampir seluruhnya. Apakah klean tau itu ??

Makanya ibukota negara dipindahkan ke Kalimantan.
Seluruh konsep/maket plan IKN dirancang oleh bangsa Indonesia sendiri, karya anak bangsa. Nyoman Nuarta adalah perancang istananya. Khusus ring 1, pengerjaannya HARUS oleh BANGSA sendiri, sebab, denah istana negara adalah rahasia negara ...Maka itu Ring 1 pake APBN.
Ring 2 masih BUMN & SWASTA nasional Indonesia. Tidak pake APBN lagi.

Ring 3, Ring4, boleh dikerjakan oleh konsorsium BUMN baik dalam negeri ataupun asing. Pada bagian ini, bisa dengan kerjasama bagihasil dengan cara sewa konsesi lahan berjangkawaktu. 
Sekian puluh tahun harus dikembalikan ke Indonesia....

Bravo Jokowi presiden terbaik Indonesia yang memiliki approval rating tertinggi dalam sejarah kepemimpinan Indonesia.

Lanjutkan Prabowo atau Ganjar Pranowo 👍👍

CORET CAPRES PRO KHILAPERRRR SAMPAHJJ",yess mantap ikn abaikan vks sarang khil perrrr yg gagal kuasai negara karena ibukota dipindah ke kalimantan padahal kasrun udah kuasai jakarta ibukota dipindah ke kalimantan ya pasti mereka ngamukkk lagian jakarta perlahan telah tenggelam dan sudah tidak layak lagi jadi ibukota tatakota nyapun sudah sangat ancur an tak bisa diperbaiki lagi tambah tenggelam lagi akibat ulah dari gabener bloon era sungai gak dilebarkan warga pencaplok pinggir sungai dibiarkan beranak pinak dan gak bisa bikin tanggul sheetpile karena itu keadaan ini justru membahayakan warga lain yg kebanjiran melulu jadi lebih irit gampang membangun ibukota baru daripada perbaikan jakarta yg telah rusak jakarta is the sinking capital itu judul yang ditulis oleh para peneliti luar masjid wal adhuna di jakarta utara udah tenggelam hampir seluruhnya apakah klean tau itu makanya ibukota negara dipindahkan ke kalimantan seluruh konsep maket plan ikn dirancang oleh bangsa indonesia sendiri karya anak bangsa nyoman nuarta adalah perancang istananya khusus ring pengerjaannya harus oleh bangsa sendiri sebab denah istana negara adalah rahasia negara maka itu ring pake apbn ring masih bumn swasta nasional indonesia tidak pake apbn lagi ring ring boleh dikerjakan oleh konsorsium bumn baik dalam negeri ataupun asing pada bagian ini bisa dengan kerjasama bagihasil dengan cara sewa konsesi lahan berjangkawaktu sekian puluh tahun harus dikembalikan ke indonesia bravo jokowi presiden terbaik indonesia yang memiliki approval rating tertinggi dalam sejarah kepemimpinan indonesia lanjutkan prabowo atau ganjar pranowo coret capres pro khilaperrrr sampahjj,"['mantap', 'ikn', 'abai', 'sarang', 'perrrr', 'gagal', 'kuasa', 'negara', 'ibukota', 'pindah', 'kalimantan', 'kuasa', 'jakarta', 'ibukota', 'pindah', 'kalimantan', 'ngamukkk', 'jakarta', 'perlahan', 'tenggelam', 'layak', 'ibukota', 'tatakota', 'nyapun', 'hancur', 'baik', 'tenggelam', 'akibat', 'ulah', 'bodoh', 'era', 'sungai', 'lebar', 'warga', 'caplok', 'pinggir', 'sungai', 'biar', 'anak', 'pinak', 'tanggul', 'bahaya', 'warga', 'banjir', 'melulu', 'irit', 'gampang', 'bangun', 'ibukota', 'baik', 'jakarta', 'rusak', 'jakarta', 'capital', 'judul', 'tulis', 'teliti', 'masjid', 'jakarta', 'utara', 'tenggelam', 'tau', 'ibukota', 'negara', 'pindah', 'kalimantan', 'konsep', 'maket', 'rencana', 'ikn', 'rancang', 'bangsa', 'indonesia', 'karya', 'anak', 'bangsa', 'nyoman', 'nuarta', 'ancang', 'istana', 'khusus', 'kerja', 'bangsa', 'denah', 'istana', 'negara', 'rahasia', 'negara', 'pakai', 'apbn', 'bumn', 'swasta', 'nasional', 'indonesia', 'pakai', 'apbn', 'konsorsium', 'bumn', 'negeri', 'asing', 'kerjasama', 'sewa', 'konsesi', 'lahan', 'sekian', 'kembali', 'indonesia', 'bravo', 'jokowi', 'presiden', 'baik', 'indonesia', 'milik', 'tuju', 'nilai', 'tinggi', 'sejarah', 'pimpin', 'indonesia', 'lanjut', 'prabowo', 'ganjar', 'pranowo', 'capres', 'pro', 'khilaf', 'sampah']","['mantap', 'ikn', 'abam', 'sarang', 'perry', 'gagal', 'kuasa', 'negara', 'ibukota', 'pindah', 'kalimantan', 'kuasa', 'jakarta', 'ibukota', 'pindah', 'kalimantan', 'ngagurah', 'jakarta', 'perahan', 'tenggelam', 'layak', 'ibukota', 'takako', 'nyapu', 'hancur', 'baik', 'tenggelam', 'akibat', 'ulah', 'bodoh', 'era', 'sungai', 'lebar', 'warga', 'carlos', 'pinggir', 'sungai', 'biar', 'anak', 'pinak', 'tanggal', 'bahaya', 'warga', 'banjir', 'meluas', 'irit', 'gampang', 'bangun', 'ibukota', 'baik', 'jakarta', 'rusak', 'jakarta', 'capital', 'judul', 'tulis', 'teliti', 'masjid', 'jakarta', 'utara', 'tenggelam', 'tahu', 'ibukota', 'negara', 'pindah', 'kalimantan', 'konsep', 'market', 'rencana', 'ikn', 'ranjang', 'bangsa', 'indonesia', 'karya', 'anak', 'bangsa', 'nyoman', 'nuart', 'ancak', 'istana', 'khusus', 'kerja', 'bangsa', 'denah', 'istana', 'negara', 'rahasia', 'negara', 'pakai', 'apbn', 'bumn', 'swasta', 'nasional', 'indonesia', 'pakai', 'apbn', 'konsorsium', 'bumn', 'negeri', 'asing', 'kerjasama', 'sewa', 'konsepsi', 'lahan', 'sekian', 'kembali', 'indonesia', 'bruto', 'jokowi', 'presiden', 'baik', 'indonesia', 'milik', 'tujuh', 'nilai', 'tinggi', 'sejarah', 'pimpin', 'indonesia', 'lanjut', 'prabowo', 'ganjar', 'pranowo', 'capres', 'pro', 'khoman', 'sampah']",Negatif
"Lu mikir nya nya cuma kalimntan aja, sedangkan jakarta yg udh bnyak perjuangnya dri zaman pa sukarno, tidak di pikir kn?",lu mikir nya nya cuma kalimntan aja sedangkan jakarta yg udh bnyak perjuangnya dri zaman pa sukarno tidak di pikir kn,"['mikir', 'kalimantan', 'jakarta', 'banyak', 'juang', 'soekarno', 'pikir']","['mikir', 'kalimantan', 'jakarta', 'banyak', 'jung', 'soekarno', 'pikir']",Negatif
"Lanjutkan IKN, kami perantau mendukung penuh",lanjutkan ikn kami perantau mendukung penuh,"['lanjut', 'ikn', 'rantau', 'dukung', 'penuh']","['lanjut', 'ikn', 'rantau', 'dukung', 'penuh']",Positif
"Kalian hanya bisa teriak-teriak pemerataan pembangunan. Sedangkan kita di Papua mempertaruhkan nyawa membangun BTS & PLTS di pedalaman. Bahkan ketika kejadian rekan2 kami 8orang dari perusahaan lain (PTT) dibantai OPM di Beoga (Puncak), kami masih bertahan di Doufo & Dervos (Puncak) yg jika rakit & jalan kaki hanya 3jam.

Di lain cerita, ada rekan kita satu perusahaan yang pernah disandera dan kita tebus dengab uang. Namun kita tak pernah ungkap ke Media. Apalagi sampai melibatkan TNI Polri. 

Stop lah gunakan 'Bahasa Pemerataan Pembangunan', kita yg di Pedalaman bangun Indonesia muak dengan bahasa itu.

LANJUTKAN IKN
🇮🇩✌️ Salam Indonesia Maju ✌️🇮🇩",kalian hanya bisa teriak teriak pemerataan pembangunan sedangkan kita di papua mempertaruhkan nyawa membangun bts plts di pedalaman bahkan ketika kejadian rekan kami orang dari perusahaan lain ptt dibantai opm di beoga puncak kami masih bertahan di doufo dervos puncak yg jika rakit jalan kaki hanya jam di lain cerita ada rekan kita satu perusahaan yang pernah disandera dan kita tebus dengab uang namun kita tak pernah ungkap ke media apalagi sampai melibatkan tni polri stop lah gunakan bahasa pemerataan pembangunan kita yg di pedalaman bangun indonesia muak dengan bahasa itu lanjutkan ikn salam indonesia maju,"['teriak', 'teriak', 'perata', 'bangun', 'papua', 'taruh', 'nyawa', 'bangun', 'plts', 'dalam', 'jadi', 'teman', 'orang', 'usaha', 'bantai', 'opm', 'puncak', 'tahan', 'puncak', 'rakit', 'jalan', 'kaki', 'jam', 'cerita', 'teman', 'usaha', 'sandera', 'tebus', 'uang', 'media', 'libat', 'tni', 'polri', 'henti', 'bahasa', 'perata', 'bangun', 'dalam', 'bangun', 'indonesia', 'muak', 'bahasa', 'lanjut', 'ikn', 'indonesia', 'maju']","['teriak', 'teriak', 'peraga', 'bangun', 'papua', 'taruh', 'nyawa', 'bangun', 'plta', 'dalam', 'jadi', 'teman', 'orang', 'usaha', 'bantal', 'opd', 'puncak', 'tahan', 'puncak', 'rakit', 'jalan', 'kaki', 'jam', 'cerita', 'teman', 'usaha', 'sanda', 'tebu', 'uang', 'media', 'lipat', 'tni', 'polri', 'henti', 'bahasa', 'peraga', 'bangun', 'dalam', 'bangun', 'indonesia', 'muat', 'bahasa', 'lanjut', 'ikn', 'indonesia', 'maju']",Negatif
"Dan kita sekarang kerjakan Site PLTS di Ulakin (Asmat), yg jaraknya dengan Seradala (Yahukimo) hanya sejam menggunakan perahu fiber.

FYI Seradala, tepatnya di kali Ei. 16 Oktober 2023, 7 orang penambang dibunuh oleh OPM.
Tapi kita tetap kerjakan pekerjaan kami di PLTS.

Jadi stoplah jualan Pemerataan Pembangunan untuk kampanye kalian.

Dari pedalaman Papua, kami setuju IKN dilanjutkan 🇮🇩",dan kita sekarang kerjakan site plts di ulakin asmat yg jaraknya dengan seradala yahukimo hanya sejam menggunakan perahu fiber fyi seradala tepatnya di kali ei oktober orang penambang dibunuh oleh opm tapi kita tetap kerjakan pekerjaan kami di plts jadi stoplah jualan pemerataan pembangunan untuk kampanye kalian dari pedalaman papua kami setuju ikn dilanjutkan,"['kerja', 'site', 'plts', 'asmat', 'jarak', 'jam', 'perahu', 'fiber', 'tepat', 'kali', 'oktober', 'orang', 'tambang', 'bunuh', 'opm', 'kerja', 'kerja', 'plts', 'stop', 'jual', 'perata', 'bangun', 'kampanye', 'dalam', 'papua', 'tuju', 'ikn', 'lanjut']","['kerja', 'site', 'plta', 'asma', 'jarak', 'jam', 'perahu', 'fiber', 'tepat', 'kali', 'oktober', 'orang', 'tambang', 'bunuh', 'opd', 'kerja', 'kerja', 'plta', 'stop', 'jual', 'peraga', 'bangun', 'kampanye', 'dalam', 'papua', 'tujuh', 'ikn', 'lanjut']",Negatif
"Hanya Persiden Jokowi lah yg berani ambil resiko terhadap pemindahan ibu kota negara kami bangga sama mu pak...
Semonga dapat presiden kedepan ada program penyabungan  pulau Sumatra dan Jawa alias selat Sunda...
Guna untuk pertumbuhan ekonomi masyarakat..",hanya persiden jokowi lah yg berani ambil resiko terhadap pemindahan ibu kota negara kami bangga sama mu pak semonga dapat presiden kedepan ada program penyabungan pulau sumatra dan jawa alias selat sunda guna untuk pertumbuhan ekonomi masyarakat,"['persiden', 'jokowi', 'berani', 'ambil', 'risiko', 'pindah', 'kota', 'negara', 'bangga', 'mu', 'semonga', 'presiden', 'depan', 'program', 'sabung', 'pulau', 'sumatera', 'jawa', 'selat', 'sunda', 'tumbuh', 'ekonomi', 'masyarakat']","['persen', 'jokowi', 'berani', 'ambil', 'risiko', 'pindah', 'kota', 'negara', 'bangga', 'mud', 'semoga', 'presiden', 'depan', 'program', 'sarung', 'pulau', 'sumatera', 'jawa', 'selat', 'sunda', 'tumbuh', 'ekonomi', 'masyarakat']",Positif
Hai orang orang cerdas bukan kelompok orang pintar seharusnya sangat mendukung pemerataan pembangun indonesia dgn adanya pembangunan ikn.di kalimantaj....tentu secara ekonomi .kemakmuran ya meningkat bagi rakyat sekitarnya....tentu lahan pekerjaan baru banyak bermunculan...maka di perlukan presiden prabowo-gibran sbg penerus kelanjutan program Jokowi........begitu wahai rakyat Indonesia.....paham!¡!!,hai orang orang cerdas bukan kelompok orang pintar seharusnya sangat mendukung pemerataan pembangun indonesia dgn adanya pembangunan ikn di kalimantaj tentu secara ekonomi kemakmuran ya meningkat bagi rakyat sekitarnya tentu lahan pekerjaan baru banyak bermunculan maka di perlukan presiden prabowo gibran sbg penerus kelanjutan program jokowi begitu wahai rakyat indonesia paham,"['orang', 'orang', 'cerdas', 'kelompok', 'orang', 'pintar', 'dukung', 'perata', 'bangun', 'indonesia', 'bangun', 'ikn', 'kalimantan', 'ekonomi', 'makmur', 'tingkat', 'rakyat', 'lahan', 'kerja', 'muncul', 'perlu', 'presiden', 'prabowo', 'gibran', 'terus', 'lanjut', 'program', 'jokowi', 'rakyat', 'indonesia', 'paham']","['orang', 'orang', 'cerdas', 'kelompok', 'orang', 'pintar', 'dukung', 'peraga', 'bangun', 'indonesia', 'bangun', 'ikn', 'kalimantan', 'ekonomi', 'makmur', 'tingkat', 'rakyat', 'lahan', 'kerja', 'muncul', 'perlu', 'presiden', 'prabowo', 'giral', 'terus', 'lanjut', 'program', 'jokowi', 'rakyat', 'indonesia', 'paham']",Positif
"Uang rakyat 🇮🇩 yg di pakai buat banguni jakarta dr era sukarno udah berapa trliun ya,. Tapi kok nambah parah ya, mau berapa triliun, lg sih,. As aja negara adidaya ada berapa ibu kota ya, bukan hanya pemimpinya aja yg kuasa tuh,. Tengok ke luar dong, jnganhanya tengok oknum tertentu aja, yg hanya bisa bolak balik kata aja bisanya saat dia kuasa aja, tidak meliat kedepan, masalah anggaran nggk ikn pun rakyat juga masih ada yg mndrita tuh,. Masalahnya anggaran ke borneo bukanya kurang, tapi oleh jauhnya pengawasan sehingga banyaknya potongan, ahirnya yg smpai ke tngan rakyat terpencil borneo, hanya, 😜😜,... Pokoknya apapun yg terjdi kmi tetap memilih sosok jokowi, salm sehat, cerdas, dan slm solidaritas untuk kita semua, demi keadilan untuk nkri kita trcinta ini, 👏🙏",uang rakyat yg di pakai buat banguni jakarta dr era sukarno udah berapa trliun ya tapi kok nambah parah ya mau berapa triliun lg sih as aja negara adidaya ada berapa ibu kota ya bukan hanya pemimpinya aja yg kuasa tuh tengok ke luar dong jnganhanya tengok oknum tertentu aja yg hanya bisa bolak balik kata aja bisanya saat dia kuasa aja tidak meliat kedepan masalah anggaran nggk ikn pun rakyat juga masih ada yg mndrita tuh masalahnya anggaran ke borneo bukanya kurang tapi oleh jauhnya pengawasan sehingga banyaknya potongan ahirnya yg smpai ke tngan rakyat terpencil borneo hanya pokoknya apapun yg terjdi kmi tetap memilih sosok jokowi salm sehat cerdas dan slm solidaritas untuk kita semua demi keadilan untuk nkri kita trcinta ini,"['uang', 'rakyat', 'pakai', 'bangun', 'jakarta', 'era', 'soekarno', 'trilliun', 'nambah', 'parah', 'trilliun', 'negara', 'adidaya', 'kota', 'mimpi', 'kuasa', 'oknum', 'bolak', 'bisa', 'kuasa', 'liat', 'depan', 'anggar', 'ikn', 'rakyat', 'mndrita', 'anggar', 'borneo', 'buka', 'jauh', 'awas', 'banyak', 'potong', 'akhir', 'tangan', 'rakyat', 'pencil', 'borneo', 'pokok', 'apa', 'jadi', 'pilih', 'sosok', 'jokowi', 'sehat', 'cerdas', 'solidaritas', 'adil', 'nkri', 'cinta']","['uang', 'rakyat', 'pakai', 'bangun', 'jakarta', 'era', 'soekarno', 'triliun', 'nambah', 'parah', 'triliun', 'negara', 'adidaya', 'kota', 'mimpi', 'kuasa', 'oknum', 'bobak', 'bisa', 'kuasa', 'liat', 'depan', 'anggar', 'ikn', 'rakyat', 'mnc', 'anggar', 'borneo', 'buka', 'jauh', 'awan', 'banyak', 'potong', 'akhir', 'tangan', 'rakyat', 'pensil', 'borneo', 'pokok', 'apa', 'jadi', 'pilih', 'sosok', 'jokowi', 'sehat', 'cerdas', 'solidaritas', 'adil', 'nkri', 'cinta']",Negatif
